Filename:	C:\Users\DSC\Desktop\MD\G7\G7-pet-tga.t6d 
Operator ID:	MD 
Sample ID:	G7-PET 
Comment: 	 
Serial Number:	016120108 
Data Collected:	09.03.2026 10:32:07 
Sample Weight:	2.644 mg 
Display Weight:	2.644 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files (x86)\PerkinElmer\Pyris\Calibrations\05_Okt_2017.t6c 
Date/Time:	 
Initial Conditions 
Temperature:	 30.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	1710 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Heat from 30.00°C to 600.00°C at 20.00°C/min 
 
1) TGA Temperature Scan 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	R25 Diagnostic 
	          	Weight     	Weight     	Temperature	Temperature	Gas Flow     	Temperature 
	5.200000	3.739421	0.000000	134.000000	112.110000	19.800000	0.000000 
	5.216667	3.739421	0.000000	134.333333	112.440000	19.800000	0.000000 
	5.233333	3.739000	0.000000	134.666667	112.770000	19.800000	0.000000 
	5.250000	3.739000	0.000000	135.000000	113.110000	19.800000	0.000000 
	5.266667	3.739000	0.000000	135.333333	113.440000	19.800000	0.000000 
	5.283333	3.739211	0.000000	135.666667	113.770000	19.800000	0.000000 
	5.300000	3.739211	0.000000	136.000000	114.110000	19.800000	0.000000 
	5.316667	3.739211	0.000000	136.333333	114.440000	19.800000	0.000000 
	5.333333	3.739000	0.000000	136.666667	114.780000	19.800000	0.000000 
	5.350000	3.738790	0.000000	137.000000	115.110000	19.800000	0.000000 
	5.366667	3.738790	0.000000	137.333333	115.440000	19.800000	0.000000 
	5.383333	3.738579	0.000000	137.666667	115.780000	19.800000	0.000000 
	5.400000	3.738369	0.000000	138.000000	116.110000	19.800000	0.000000 
	5.416667	3.738158	0.000000	138.333333	116.450000	19.800000	0.000000 
	5.433333	3.737737	0.000000	138.666667	116.780000	19.800000	0.000000 
	5.450000	3.737948	0.000000	139.000000	117.120000	19.800000	0.000000 
	5.466667	3.737737	0.000000	139.333333	117.450000	19.800000	0.000000 
	5.483333	3.737737	0.000000	139.666667	117.790000	19.800000	0.000000 
	5.500000	3.737737	0.000000	140.000000	118.120000	19.800000	0.000000 
	5.516667	3.737526	0.000000	140.333333	118.460000	19.800000	0.000000 
	5.533333	3.737526	0.000000	140.666667	118.790000	19.800000	0.000000 
	5.550000	3.737526	0.000000	141.000000	119.130000	19.800000	0.000000 
	5.566667	3.737526	0.000000	141.333333	119.460000	19.800000	0.000000 
	5.583333	3.737526	0.000000	141.666667	119.800000	19.800000	0.000000 
	5.600000	3.737737	0.000000	142.000000	120.130000	19.800000	0.000000 
	5.616667	3.737737	0.000000	142.333333	120.470000	19.800000	0.000000 
	5.633333	3.737526	0.000000	142.666667	120.800000	19.800000	0.000000 
	5.650000	3.738790	0.000000	143.000000	121.140000	19.800000	0.000000 
	5.666667	3.743422	0.000000	143.333333	121.470000	19.800000	0.000000 
	5.683333	3.743001	0.000000	143.666667	121.810000	19.800000	0.000000 
	5.700000	3.744264	0.000000	144.000000	122.150000	19.800000	0.000000 
	5.716667	3.737948	0.000000	144.333333	122.490000	19.800000	0.000000 
	5.733333	3.736263	0.000000	144.666667	122.830000	19.800000	0.000000 
	5.750000	3.736053	0.000000	145.000000	123.170000	19.800000	0.000000 
	5.766667	3.735842	0.000000	145.333333	123.510000	19.800000	0.000000 
	5.783333	3.735421	0.000000	145.666667	123.840000	19.800000	0.000000 
	5.800000	3.735631	0.000000	146.000000	124.180000	19.800000	0.000000 
	5.816667	3.735631	0.000000	146.333333	124.520000	19.800000	0.000000 
	5.833333	3.736053	0.000000	146.666667	124.850000	19.800000	0.000000 
	5.850000	3.736053	0.000000	147.000000	125.190000	19.800000	0.000000 
	5.866667	3.735421	0.000000	147.333333	125.520000	19.800000	0.000000 
	5.883333	3.729315	0.000000	147.666667	125.860000	19.800000	0.000000 
	5.900000	3.729315	0.000000	148.000000	126.190000	19.800000	0.000000 
	5.916667	3.730578	0.000000	148.333333	126.520000	19.800000	0.000000 
	5.933333	3.729736	0.000000	148.666667	126.850000	19.800000	0.000000 
	5.950000	3.737526	0.000000	149.000000	127.180000	19.800000	0.000000 
	5.966667	3.737948	0.000000	149.333333	127.510000	19.800000	0.000000 
	5.983333	3.737316	0.000000	149.666667	127.840000	19.800000	0.000000 
	6.000000	3.736684	0.000000	150.000000	128.170000	19.800000	0.000000 
	6.016667	3.736474	0.000000	150.333333	128.510000	19.800000	0.000000 
	6.033333	3.736474	0.000000	150.666667	128.840000	19.800000	0.000000 
	6.050000	3.736684	0.000000	151.000000	129.170000	19.800000	0.000000 
	6.066667	3.736684	0.000000	151.333333	129.510000	19.800000	0.000000 
	6.083333	3.736474	0.000000	151.666667	129.840000	19.800000	0.000000 
	6.100000	3.736474	0.000000	152.000000	130.180000	19.800000	0.000000 
	6.116667	3.736474	0.000000	152.333333	130.510000	19.800000	0.000000 
	6.133333	3.736474	0.000000	152.666667	130.850000	19.800000	0.000000 
	6.150000	3.736474	0.000000	153.000000	131.190000	19.800000	0.000000 
	6.166667	3.736474	0.000000	153.333333	131.520000	19.800000	0.000000 
	6.183333	3.736474	0.000000	153.666667	131.860000	19.800000	0.000000 
	6.200000	3.736263	0.000000	154.000000	132.200000	19.800000	0.000000 
	6.216667	3.736263	0.000000	154.333333	132.530000	19.800000	0.000000 
	6.233333	3.736053	0.000000	154.666667	132.860000	19.800000	0.000000 
	6.250000	3.735842	0.000000	155.000000	133.200000	19.800000	0.000000 
	6.266667	3.735631	0.000000	155.333333	133.530000	19.800000	0.000000 
	6.283333	3.735210	0.000000	155.666667	133.870000	19.800000	0.000000 
	6.300000	3.735210	0.000000	156.000000	134.200000	19.800000	0.000000 
	6.316667	3.735210	0.000000	156.333333	134.540000	19.800000	0.000000 
	6.333333	3.735210	0.000000	156.666667	134.880000	19.800000	0.000000 
	6.350000	3.735210	0.000000	157.000000	135.220000	19.800000	0.000000 
	6.366667	3.735210	0.000000	157.333333	135.560000	19.800000	0.000000 
	6.383333	3.735000	0.000000	157.666667	135.900000	19.800000	0.000000 
	6.400000	3.735000	0.000000	158.000000	136.250000	19.800000	0.000000 
	6.416667	3.734789	0.000000	158.333333	136.590000	19.800000	0.000000 
	6.433333	3.734789	0.000000	158.666667	136.930000	19.800000	0.000000 
	6.450000	3.734789	0.000000	159.000000	137.270000	19.800000	0.000000 
	6.466667	3.734789	0.000000	159.333333	137.610000	19.800000	0.000000 
	6.483333	3.734579	0.000000	159.666667	137.940000	19.800000	0.000000 
	6.500000	3.734157	0.000000	160.000000	138.280000	19.800000	0.000000 
	6.516667	3.734368	0.000000	160.333333	138.620000	19.800000	0.000000 
	6.533333	3.734157	0.000000	160.666667	138.960000	19.800000	0.000000 
	6.550000	3.733947	0.000000	161.000000	139.300000	19.800000	0.000000 
	6.566667	3.733947	0.000000	161.333333	139.630000	19.800000	0.000000 
	6.583333	3.733526	0.000000	161.666667	139.970000	19.800000	0.000000 
	6.600000	3.733526	0.000000	162.000000	140.310000	19.800000	0.000000 
	6.616667	3.733526	0.000000	162.333333	140.650000	19.800000	0.000000 
	6.633333	3.733526	0.000000	162.666667	140.990000	19.800000	0.000000 
	6.650000	3.733526	0.000000	163.000000	141.330000	19.800000	0.000000 
	6.666667	3.733105	0.000000	163.333333	141.670000	19.800000	0.000000 
	6.683333	3.733105	0.000000	163.666667	142.010000	19.800000	0.000000 
	6.700000	3.733105	0.000000	164.000000	142.350000	19.800000	0.000000 
	6.716667	3.732684	0.000000	164.333333	142.690000	19.800000	0.000000 
	6.733333	3.732684	0.000000	164.666667	143.030000	19.800000	0.000000 
	6.750000	3.732684	0.000000	165.000000	143.370000	19.800000	0.000000 
	6.766667	3.732473	0.000000	165.333333	143.710000	19.800000	0.000000 
	6.783333	3.732262	0.000000	165.666667	144.050000	19.800000	0.000000 
	6.800000	3.732262	0.000000	166.000000	144.390000	19.800000	0.000000 
	6.816667	3.732262	0.000000	166.333333	144.730000	19.800000	0.000000 
	6.833333	3.732262	0.000000	166.666667	145.070000	19.800000	0.000000 
	6.850000	3.732262	0.000000	167.000000	145.410000	19.800000	0.000000 
	6.866667	3.732262	0.000000	167.333333	145.750000	19.800000	0.000000 
	6.883333	3.732473	0.000000	167.666667	146.100000	19.800000	0.000000 
	6.900000	3.732473	0.000000	168.000000	146.440000	19.800000	0.000000 
	6.916667	3.732262	0.000000	168.333333	146.780000	19.800000	0.000000 
	6.933333	3.732052	0.000000	168.666667	147.120000	19.800000	0.000000 
	6.950000	3.731841	0.000000	169.000000	147.460000	19.800000	0.000000 
	6.966667	3.731841	0.000000	169.333333	147.800000	19.800000	0.000000 
	6.983333	3.731841	0.000000	169.666667	148.140000	19.800000	0.000000 
	7.000000	3.731631	0.000000	170.000000	148.490000	19.800000	0.000000 
	7.016667	3.730999	0.000000	170.333333	148.830000	19.800000	0.000000 
	7.033333	3.730999	0.000000	170.666667	149.170000	19.800000	0.000000 
	7.050000	3.730788	0.000000	171.000000	149.510000	19.800000	0.000000 
	7.066667	3.730578	0.000000	171.333333	149.850000	19.800000	0.000000 
	7.083333	3.730578	0.000000	171.666667	150.190000	19.800000	0.000000 
	7.100000	3.730367	0.000000	172.000000	150.530000	19.800000	0.000000 
	7.116667	3.730367	0.000000	172.333333	150.870000	19.800000	0.000000 
	7.133333	3.730578	0.000000	172.666667	151.210000	19.800000	0.000000 
	7.150000	3.730578	0.000000	173.000000	151.550000	19.800000	0.000000 
	7.166667	3.730578	0.000000	173.333333	151.900000	19.800000	0.000000 
	7.183333	3.730578	0.000000	173.666667	152.240000	19.800000	0.000000 
	7.200000	3.730578	0.000000	174.000000	152.580000	19.800000	0.000000 
	7.216667	3.730788	0.000000	174.333333	152.920000	19.800000	0.000000 
	7.233333	3.730788	0.000000	174.666667	153.260000	19.800000	0.000000 
	7.250000	3.730999	0.000000	175.000000	153.600000	19.800000	0.000000 
	7.266667	3.730999	0.000000	175.333333	153.950000	19.800000	0.000000 
	7.283333	3.730999	0.000000	175.666667	154.290000	19.800000	0.000000 
	7.300000	3.730788	0.000000	176.000000	154.630000	19.800000	0.000000 
	7.316667	3.730999	0.000000	176.333333	154.970000	19.800000	0.000000 
	7.333333	3.730788	0.000000	176.666667	155.310000	19.800000	0.000000 
	7.350000	3.730788	0.000000	177.000000	155.660000	19.800000	0.000000 
	7.366667	3.730788	0.000000	177.333333	156.000000	19.800000	0.000000 
	7.383333	3.730578	0.000000	177.666667	156.340000	19.800000	0.000000 
	7.400000	3.730578	0.000000	178.000000	156.680000	19.800000	0.000000 
	7.416667	3.730578	0.000000	178.333333	157.030000	19.800000	0.000000 
	7.433333	3.730367	0.000000	178.666667	157.370000	19.800000	0.000000 
	7.450000	3.730367	0.000000	179.000000	157.710000	19.800000	0.000000 
	7.466667	3.730157	0.000000	179.333333	158.050000	19.800000	0.000000 
	7.483333	3.729946	0.000000	179.666667	158.400000	19.800000	0.000000 
	7.500000	3.729736	0.000000	180.000000	158.740000	19.800000	0.000000 
	7.516667	3.729736	0.000000	180.333333	159.080000	19.800000	0.000000 
	7.533333	3.729736	0.000000	180.666667	159.420000	19.800000	0.000000 
	7.550000	3.729736	0.000000	181.000000	159.770000	19.800000	0.000000 
	7.566667	3.729736	0.000000	181.333333	160.110000	19.800000	0.000000 
	7.583333	3.729736	0.000000	181.666667	160.450000	19.800000	0.000000 
	7.600000	3.729946	0.000000	182.000000	160.800000	19.800000	0.000000 
	7.616667	3.729946	0.000000	182.333333	161.140000	19.800000	0.000000 
	7.633333	3.729946	0.000000	182.666667	161.480000	19.800000	0.000000 
	7.650000	3.730157	0.000000	183.000000	161.830000	19.800000	0.000000 
	7.666667	3.730157	0.000000	183.333333	162.170000	19.800000	0.000000 
	7.683333	3.730157	0.000000	183.666667	162.510000	19.800000	0.000000 
	7.700000	3.730157	0.000000	184.000000	162.860000	19.800000	0.000000 
	7.716667	3.730157	0.000000	184.333333	163.200000	19.800000	0.000000 
	7.733333	3.730157	0.000000	184.666667	163.540000	19.800000	0.000000 
	7.750000	3.730157	0.000000	185.000000	163.890000	19.800000	0.000000 
	7.766667	3.729946	0.000000	185.333333	164.230000	19.800000	0.000000 
	7.783333	3.729946	0.000000	185.666667	164.570000	19.800000	0.000000 
	7.800000	3.729736	0.000000	186.000000	164.920000	19.800000	0.000000 
	7.816667	3.729525	0.000000	186.333333	165.260000	19.800000	0.000000 
	7.833333	3.729525	0.000000	186.666667	165.600000	19.800000	0.000000 
	7.850000	3.729525	0.000000	187.000000	165.950000	19.800000	0.000000 
	7.866667	3.729525	0.000000	187.333333	166.290000	19.800000	0.000000 
	7.883333	3.729315	0.000000	187.666667	166.630000	19.800000	0.000000 
	7.900000	3.729104	0.000000	188.000000	166.980000	19.800000	0.000000 
	7.916667	3.729104	0.000000	188.333333	167.320000	19.800000	0.000000 
	7.933333	3.728893	0.000000	188.666667	167.660000	19.800000	0.000000 
	7.950000	3.728893	0.000000	189.000000	168.010000	19.800000	0.000000 
	7.966667	3.728683	0.000000	189.333333	168.350000	19.800000	0.000000 
	7.983333	3.728683	0.000000	189.666667	168.700000	19.800000	0.000000 
	8.000000	3.728472	0.000000	190.000000	169.040000	19.800000	0.000000 
	8.016667	3.728683	0.000000	190.333333	169.380000	19.800000	0.000000 
	8.033333	3.728472	0.000000	190.666667	169.730000	19.800000	0.000000 
	8.050000	3.728472	0.000000	191.000000	170.070000	19.800000	0.000000 
	8.066667	3.728472	0.000000	191.333333	170.410000	19.800000	0.000000 
	8.083333	3.728262	0.000000	191.666667	170.760000	19.800000	0.000000 
	8.100000	3.728262	0.000000	192.000000	171.100000	19.800000	0.000000 
	8.116667	3.728262	0.000000	192.333333	171.450000	19.800000	0.000000 
	8.133333	3.728262	0.000000	192.666667	171.790000	19.800000	0.000000 
	8.150000	3.728262	0.000000	193.000000	172.130000	19.800000	0.000000 
	8.166667	3.728262	0.000000	193.333333	172.480000	19.800000	0.000000 
	8.183333	3.728262	0.000000	193.666667	172.820000	19.800000	0.000000 
	8.200000	3.728262	0.000000	194.000000	173.170000	19.800000	0.000000 
	8.216667	3.728472	0.000000	194.333333	173.510000	19.800000	0.000000 
	8.233333	3.728262	0.000000	194.666667	173.850000	19.800000	0.000000 
	8.250000	3.728262	0.000000	195.000000	174.200000	19.800000	0.000000 
	8.266667	3.728051	0.000000	195.333333	174.540000	19.800000	0.000000 
	8.283333	3.728262	0.000000	195.666667	174.890000	19.800000	0.000000 
	8.300000	3.728262	0.000000	196.000000	175.230000	19.800000	0.000000 
	8.316667	3.728262	0.000000	196.333333	175.570000	19.800000	0.000000 
	8.333333	3.728472	0.000000	196.666667	175.920000	19.800000	0.000000 
	8.350000	3.728262	0.000000	197.000000	176.260000	19.800000	0.000000 
	8.366667	3.728262	0.000000	197.333333	176.610000	19.800000	0.000000 
	8.383333	3.728472	0.000000	197.666667	176.950000	19.800000	0.000000 
	8.400000	3.728472	0.000000	198.000000	177.300000	19.800000	0.000000 
	8.416667	3.728683	0.000000	198.333333	177.640000	19.800000	0.000000 
	8.433333	3.728683	0.000000	198.666667	177.980000	19.800000	0.000000 
	8.450000	3.728683	0.000000	199.000000	178.330000	19.800000	0.000000 
	8.466667	3.728683	0.000000	199.333333	178.670000	19.800000	0.000000 
	8.483333	3.728683	0.000000	199.666667	179.020000	19.800000	0.000000 
	8.500000	3.728683	0.000000	200.000000	179.360000	19.800000	0.000000 
	8.516667	3.728683	0.000000	200.333333	179.710000	19.800000	0.000000 
	8.533333	3.728683	0.000000	200.666667	180.050000	19.800000	0.000000 
	8.550000	3.728472	0.000000	201.000000	180.400000	19.800000	0.000000 
	8.566667	3.728262	0.000000	201.333333	180.740000	19.800000	0.000000 
	8.583333	3.728051	0.000000	201.666667	181.090000	19.800000	0.000000 
	8.600000	3.728262	0.000000	202.000000	181.430000	19.800000	0.000000 
	8.616667	3.727841	0.000000	202.333333	181.780000	19.800000	0.000000 
	8.633333	3.727841	0.000000	202.666667	182.120000	19.800000	0.000000 
	8.650000	3.727841	0.000000	203.000000	182.470000	19.800000	0.000000 
	8.666667	3.727419	0.000000	203.333333	182.810000	19.800000	0.000000 
	8.683333	3.727419	0.000000	203.666667	183.160000	19.800000	0.000000 
	8.700000	3.727209	0.000000	204.000000	183.500000	19.800000	0.000000 
	8.716667	3.726998	0.000000	204.333333	183.840000	19.800000	0.000000 
	8.733333	3.726998	0.000000	204.666667	184.190000	19.800000	0.000000 
	8.750000	3.726788	0.000000	205.000000	184.530000	19.800000	0.000000 
	8.766667	3.726788	0.000000	205.333333	184.880000	19.800000	0.000000 
	8.783333	3.726577	0.000000	205.666667	185.220000	19.800000	0.000000 
	8.800000	3.726577	0.000000	206.000000	185.570000	19.800000	0.000000 
	8.816667	3.726367	0.000000	206.333333	185.910000	19.800000	0.000000 
	8.833333	3.726367	0.000000	206.666667	186.260000	19.800000	0.000000 
	8.850000	3.726367	0.000000	207.000000	186.600000	19.800000	0.000000 
	8.866667	3.726367	0.000000	207.333333	186.950000	19.800000	0.000000 
	8.883333	3.726156	0.000000	207.666667	187.290000	19.800000	0.000000 
	8.900000	3.726367	0.000000	208.000000	187.640000	19.800000	0.000000 
	8.916667	3.726156	0.000000	208.333333	187.980000	19.800000	0.000000 
	8.933333	3.726367	0.000000	208.666667	188.330000	19.800000	0.000000 
	8.950000	3.726367	0.000000	209.000000	188.670000	19.800000	0.000000 
	8.966667	3.726367	0.000000	209.333333	189.020000	19.800000	0.000000 
	8.983333	3.726577	0.000000	209.666667	189.360000	19.800000	0.000000 
	9.000000	3.726788	0.000000	210.000000	189.710000	19.800000	0.000000 
	9.016667	3.726788	0.000000	210.333333	190.060000	19.800000	0.000000 
	9.033333	3.726788	0.000000	210.666667	190.400000	19.800000	0.000000 
	9.050000	3.726788	0.000000	211.000000	190.750000	19.800000	0.000000 
	9.066667	3.726788	0.000000	211.333333	191.090000	19.800000	0.000000 
	9.083333	3.726788	0.000000	211.666667	191.440000	19.800000	0.000000 
	9.100000	3.726998	0.000000	212.000000	191.780000	19.800000	0.000000 
	9.116667	3.726788	0.000000	212.333333	192.130000	19.800000	0.000000 
	9.133333	3.726577	0.000000	212.666667	192.470000	19.800000	0.000000 
	9.150000	3.726577	0.000000	213.000000	192.820000	19.800000	0.000000 
	9.166667	3.726577	0.000000	213.333333	193.170000	19.800000	0.000000 
	9.183333	3.726577	0.000000	213.666667	193.510000	19.800000	0.000000 
	9.200000	3.726577	0.000000	214.000000	193.860000	19.800000	0.000000 
	9.216667	3.726577	0.000000	214.333333	194.200000	19.800000	0.000000 
	9.233333	3.726577	0.000000	214.666667	194.550000	19.800000	0.000000 
	9.250000	3.726577	0.000000	215.000000	194.890000	19.800000	0.000000 
	9.266667	3.726367	0.000000	215.333333	195.240000	19.800000	0.000000 
	9.283333	3.726367	0.000000	215.666667	195.590000	19.800000	0.000000 
	9.300000	3.726367	0.000000	216.000000	195.930000	19.800000	0.000000 
	9.316667	3.726156	0.000000	216.333333	196.280000	19.800000	0.000000 
	9.333333	3.726156	0.000000	216.666667	196.620000	19.800000	0.000000 
	9.350000	3.726156	0.000000	217.000000	196.970000	19.800000	0.000000 
	9.366667	3.726156	0.000000	217.333333	197.320000	19.800000	0.000000 
	9.383333	3.725946	0.000000	217.666667	197.660000	19.800000	0.000000 
	9.400000	3.725735	0.000000	218.000000	198.010000	19.800000	0.000000 
	9.416667	3.725735	0.000000	218.333333	198.360000	19.800000	0.000000 
	9.433333	3.725735	0.000000	218.666667	198.700000	19.800000	0.000000 
	9.450000	3.725524	0.000000	219.000000	199.050000	19.800000	0.000000 
	9.466667	3.725314	0.000000	219.333333	199.390000	19.800000	0.000000 
	9.483333	3.725314	0.000000	219.666667	199.740000	19.800000	0.000000 
	9.500000	3.725314	0.000000	220.000000	200.090000	19.800000	0.000000 
	9.516667	3.725524	0.000000	220.333333	200.430000	19.800000	0.000000 
	9.533333	3.725524	0.000000	220.666667	200.780000	19.800000	0.000000 
	9.550000	3.725735	0.000000	221.000000	201.130000	19.800000	0.000000 
	9.566667	3.725735	0.000000	221.333333	201.470000	19.800000	0.000000 
	9.583333	3.725946	0.000000	221.666667	201.820000	19.800000	0.000000 
	9.600000	3.726156	0.000000	222.000000	202.170000	19.800000	0.000000 
	9.616667	3.726156	0.000000	222.333333	202.510000	19.800000	0.000000 
	9.633333	3.726156	0.000000	222.666667	202.860000	19.800000	0.000000 
	9.650000	3.726156	0.000000	223.000000	203.210000	19.800000	0.000000 
	9.666667	3.726156	0.000000	223.333333	203.550000	19.800000	0.000000 
	9.683333	3.726367	0.000000	223.666667	203.900000	19.800000	0.000000 
	9.700000	3.726367	0.000000	224.000000	204.250000	19.800000	0.000000 
	9.716667	3.726367	0.000000	224.333333	204.590000	19.800000	0.000000 
	9.733333	3.726367	0.000000	224.666667	204.940000	19.800000	0.000000 
	9.750000	3.726367	0.000000	225.000000	205.290000	19.800000	0.000000 
	9.766667	3.726367	0.000000	225.333333	205.630000	19.800000	0.000000 
	9.783333	3.726156	0.000000	225.666667	205.980000	19.800000	0.000000 
	9.800000	3.726156	0.000000	226.000000	206.330000	19.800000	0.000000 
	9.816667	3.726156	0.000000	226.333333	206.680000	19.800000	0.000000 
	9.833333	3.726156	0.000000	226.666667	207.020000	19.800000	0.000000 
	9.850000	3.726156	0.000000	227.000000	207.370000	19.800000	0.000000 
	9.866667	3.726156	0.000000	227.333333	207.720000	19.800000	0.000000 
	9.883333	3.726156	0.000000	227.666667	208.060000	19.800000	0.000000 
	9.900000	3.726156	0.000000	228.000000	208.410000	19.800000	0.000000 
	9.916667	3.725946	0.000000	228.333333	208.760000	19.800000	0.000000 
	9.933333	3.725735	0.000000	228.666667	209.110000	19.800000	0.000000 
	9.950000	3.725735	0.000000	229.000000	209.450000	19.800000	0.000000 
	9.966667	3.725735	0.000000	229.333333	209.800000	19.800000	0.000000 
	9.983333	3.725735	0.000000	229.666667	210.150000	19.800000	0.000000 
	10.000000	3.725524	0.000000	230.000000	210.490000	19.800000	0.000000 
	10.016667	3.725524	0.000000	230.333333	210.840000	19.800000	0.000000 
	10.033333	3.725314	0.000000	230.666667	211.190000	19.800000	0.000000 
	10.050000	3.725314	0.000000	231.000000	211.540000	19.800000	0.000000 
	10.066667	3.725314	0.000000	231.333333	211.880000	19.800000	0.000000 
	10.083333	3.725314	0.000000	231.666667	212.230000	19.800000	0.000000 
	10.100000	3.725103	0.000000	232.000000	212.580000	19.800000	0.000000 
	10.116667	3.725103	0.000000	232.333333	212.930000	19.800000	0.000000 
	10.133333	3.725103	0.000000	232.666667	213.270000	19.800000	0.000000 
	10.150000	3.724893	0.000000	233.000000	213.620000	19.800000	0.000000 
	10.166667	3.724682	0.000000	233.333333	213.970000	19.800000	0.000000 
	10.183333	3.724472	0.000000	233.666667	214.320000	19.800000	0.000000 
	10.200000	3.724682	0.000000	234.000000	214.660000	19.800000	0.000000 
	10.216667	3.724472	0.000000	234.333333	215.010000	19.800000	0.000000 
	10.233333	3.724472	0.000000	234.666667	215.360000	19.800000	0.000000 
	10.250000	3.724472	0.000000	235.000000	215.710000	19.800000	0.000000 
	10.266667	3.724472	0.000000	235.333333	216.060000	19.800000	0.000000 
	10.283333	3.724472	0.000000	235.666667	216.400000	19.800000	0.000000 
	10.300000	3.724472	0.000000	236.000000	216.750000	19.800000	0.000000 
	10.316667	3.724472	0.000000	236.333333	217.100000	19.800000	0.000000 
	10.333333	3.724472	0.000000	236.666667	217.450000	19.800000	0.000000 
	10.350000	3.724682	0.000000	237.000000	217.800000	19.800000	0.000000 
	10.366667	3.724893	0.000000	237.333333	218.140000	19.800000	0.000000 
	10.383333	3.724893	0.000000	237.666667	218.490000	19.800000	0.000000 
	10.400000	3.724893	0.000000	238.000000	218.840000	19.800000	0.000000 
	10.416667	3.724893	0.000000	238.333333	219.190000	19.800000	0.000000 
	10.433333	3.724893	0.000000	238.666667	219.540000	19.800000	0.000000 
	10.450000	3.724893	0.000000	239.000000	219.880000	19.800000	0.000000 
	10.466667	3.725103	0.000000	239.333333	220.230000	19.800000	0.000000 
	10.483333	3.725103	0.000000	239.666667	220.580000	19.800000	0.000000 
	10.500000	3.724893	0.000000	240.000000	220.930000	19.800000	0.000000 
	10.516667	3.725103	0.000000	240.333333	221.280000	19.800000	0.000000 
	10.533333	3.725103	0.000000	240.666667	221.620000	19.800000	0.000000 
	10.550000	3.724893	0.000000	241.000000	221.970000	19.800000	0.000000 
	10.566667	3.724893	0.000000	241.333333	222.320000	19.800000	0.000000 
	10.583333	3.724893	0.000000	241.666667	222.670000	19.800000	0.000000 
	10.600000	3.724893	0.000000	242.000000	223.020000	19.800000	0.000000 
	10.616667	3.724893	0.000000	242.333333	223.360000	19.800000	0.000000 
	10.633333	3.724893	0.000000	242.666667	223.710000	19.800000	0.000000 
	10.650000	3.724893	0.000000	243.000000	224.060000	19.800000	0.000000 
	10.666667	3.724682	0.000000	243.333333	224.410000	19.800000	0.000000 
	10.683333	3.724472	0.000000	243.666667	224.760000	19.800000	0.000000 
	10.700000	3.724261	0.000000	244.000000	225.100000	19.800000	0.000000 
	10.716667	3.724261	0.000000	244.333333	225.450000	19.800000	0.000000 
	10.733333	3.724261	0.000000	244.666667	225.800000	19.800000	0.000000 
	10.750000	3.724261	0.000000	245.000000	226.150000	19.800000	0.000000 
	10.766667	3.724261	0.000000	245.333333	226.500000	19.800000	0.000000 
	10.783333	3.723840	0.000000	245.666667	226.850000	19.800000	0.000000 
	10.800000	3.723629	0.000000	246.000000	227.190000	19.800000	0.000000 
	10.816667	3.723629	0.000000	246.333333	227.540000	19.800000	0.000000 
	10.833333	3.723840	0.000000	246.666667	227.890000	19.800000	0.000000 
	10.850000	3.723629	0.000000	247.000000	228.240000	19.800000	0.000000 
	10.866667	3.723629	0.000000	247.333333	228.590000	19.800000	0.000000 
	10.883333	3.723629	0.000000	247.666667	228.940000	19.800000	0.000000 
	10.900000	3.723629	0.000000	248.000000	229.280000	19.800000	0.000000 
	10.916667	3.723629	0.000000	248.333333	229.630000	19.800000	0.000000 
	10.933333	3.723419	0.000000	248.666667	229.980000	19.800000	0.000000 
	10.950000	3.723208	0.000000	249.000000	230.330000	19.800000	0.000000 
	10.966667	3.723208	0.000000	249.333333	230.680000	19.800000	0.000000 
	10.983333	3.723208	0.000000	249.666667	231.020000	19.800000	0.000000 
	11.000000	3.723208	0.000000	250.000000	231.370000	19.800000	0.000000 
	11.016667	3.723208	0.000000	250.333333	231.720000	19.800000	0.000000 
	11.033333	3.722998	0.000000	250.666667	232.070000	19.800000	0.000000 
	11.050000	3.722998	0.000000	251.000000	232.420000	19.800000	0.000000 
	11.066667	3.722998	0.000000	251.333333	232.760000	19.800000	0.000000 
	11.083333	3.722998	0.000000	251.666667	233.110000	19.800000	0.000000 
	11.100000	3.723208	0.000000	252.000000	233.460000	19.800000	0.000000 
	11.116667	3.722998	0.000000	252.333333	233.810000	19.800000	0.000000 
	11.133333	3.723208	0.000000	252.666667	234.150000	19.800000	0.000000 
	11.150000	3.723208	0.000000	253.000000	234.500000	19.800000	0.000000 
	11.166667	3.723208	0.000000	253.333333	234.850000	19.800000	0.000000 
	11.183333	3.723419	0.000000	253.666667	235.200000	19.800000	0.000000 
	11.200000	3.723419	0.000000	254.000000	235.540000	19.800000	0.000000 
	11.216667	3.723419	0.000000	254.333333	235.890000	19.800000	0.000000 
	11.233333	3.723419	0.000000	254.666667	236.240000	19.800000	0.000000 
	11.250000	3.723629	0.000000	255.000000	236.580000	19.800000	0.000000 
	11.266667	3.723419	0.000000	255.333333	236.930000	19.800000	0.000000 
