Potential applied (V)	WE(1).Current (A)
0.01007080078125	-1.2506103515625E-06
0.0201416015625	-1.12701416015625E-06
0.03021240234375	-1.02996826171875E-06
0.040283203125	-9.5001220703125E-07
0.05035400390625	-8.8104248046875E-07
0.0604248046875	-8.2794189453125E-07
0.07049560546875	-7.8094482421875E-07
0.08056640625	-7.366943359375E-07
0.09063720703125	-6.9732666015625E-07
0.1007080078125	-6.610107421875E-07
0.11077880859375	-6.2408447265625E-07
0.120849609375	-5.8502197265625E-07
0.13092041015625	-5.4656982421875E-07
0.1409912109375	-5.0567626953125E-07
0.15106201171875	-4.6051025390625E-07
0.1611328125	-4.0618896484375E-07
0.17120361328125	-3.5552978515625E-07
0.1812744140625	-3.0303955078125E-07
0.19134521484375	-2.41668701171875E-07
0.201416015625	-1.7572021484375E-07
0.21148681640625	-1.083984375E-07
0.2215576171875	-3.6102294921875E-08
0.23162841796875	4.296875E-08
0.24169921875	1.25823974609375E-07
0.25177001953125	2.19940185546875E-07
0.2618408203125	3.22174072265625E-07
0.27191162109375	4.4158935546875E-07
0.281982421875	5.90667724609375E-07
0.29205322265625	7.88055419921875E-07
0.3021240234375	1.05926513671875E-06
0.31219482421875	1.42333984375E-06
0.322265625	1.93511962890625E-06
0.33233642578125	2.6788330078125E-06
0.3424072265625	3.75457763671875E-06
0.35247802734375	5.28045654296875E-06
0.362548828125	7.42462158203125E-06
0.37261962890625	1.0479736328125E-05
0.3826904296875	1.4764404296875E-05
0.39276123046875	2.032470703125E-05
0.40283203125	2.7435302734375E-05
0.41290283203125	3.6114501953125E-05
0.4229736328125	4.630126953125E-05
0.43304443359375	5.69427490234375E-05
0.443115234375	6.66717529296875E-05
0.45318603515625	7.501220703125E-05
0.4632568359375	8.172607421875E-05
0.47332763671875	8.5357666015625E-05
0.4833984375	8.6334228515625E-05
0.49346923828125	8.544921875E-05
0.5035400390625	8.3648681640625E-05
0.51361083984375	8.135986328125E-05
0.523681640625	7.7911376953125E-05
0.53375244140625	7.476806640625E-05
0.5438232421875	7.21435546875E-05
0.55389404296875	6.9427490234375E-05
0.56396484375	6.65283203125E-05
0.57403564453125	6.390380859375E-05
0.5841064453125	6.2042236328125E-05
0.59417724609375	6.0699462890625E-05
0.604248046875	5.8441162109375E-05
0.61431884765625	5.6671142578125E-05
0.6243896484375	5.5908203125E-05
0.63446044921875	5.5084228515625E-05
0.64453125	5.35888671875E-05
0.65460205078125	5.2764892578125E-05
0.6646728515625	5.21240234375E-05
0.67474365234375	5.1971435546875E-05
0.684814453125	5.0933837890625E-05
0.69488525390625	5.035400390625E-05
0.7049560546875	5.029296875E-05
0.69488525390625	4.8052978515625E-05
0.684814453125	4.6514892578125E-05
0.67474365234375	4.53887939453125E-05
0.6646728515625	4.49676513671875E-05
0.65460205078125	4.4342041015625E-05
0.64453125	4.34661865234375E-05
0.63446044921875	4.271240234375E-05
0.6243896484375	4.244384765625E-05
0.61431884765625	4.232177734375E-05
0.604248046875	4.13726806640625E-05
0.59417724609375	4.053955078125E-05
0.5841064453125	4.0301513671875E-05
0.57403564453125	3.99932861328125E-05
0.56396484375	3.92059326171875E-05
0.55389404296875	3.7762451171875E-05
0.5438232421875	3.70391845703125E-05
0.53375244140625	3.58489990234375E-05
0.523681640625	3.3642578125E-05
0.51361083984375	3.092041015625E-05
0.5035400390625	2.7581787109375E-05
0.49346923828125	2.3162841796875E-05
0.4833984375	1.69525146484375E-05
0.47332763671875	9.1583251953125E-06
0.4632568359375	1.0009765625E-07
0.45318603515625	-1.00738525390625E-05
0.443115234375	-2.05902099609375E-05
0.43304443359375	-3.06854248046875E-05
0.4229736328125	-3.90869140625E-05
0.41290283203125	-4.5343017578125E-05
0.40283203125	-4.86785888671875E-05
0.39276123046875	-4.9700927734375E-05
0.3826904296875	-4.89837646484375E-05
0.37261962890625	-4.710693359375E-05
0.362548828125	-4.4378662109375E-05
0.35247802734375	-4.1241455078125E-05
0.3424072265625	-3.84368896484375E-05
0.33233642578125	-3.572998046875E-05
0.322265625	-3.3056640625E-05
0.31219482421875	-3.05389404296875E-05
0.3021240234375	-2.84576416015625E-05
0.29205322265625	-2.66632080078125E-05
0.281982421875	-2.48870849609375E-05
0.27191162109375	-2.32574462890625E-05
0.2618408203125	-2.18902587890625E-05
0.25177001953125	-2.0703125E-05
0.24169921875	-1.95465087890625E-05
0.23162841796875	-1.846923828125E-05
0.2215576171875	-1.75537109375E-05
0.21148681640625	-1.67449951171875E-05
0.201416015625	-1.59515380859375E-05
0.19134521484375	-1.5179443359375E-05
0.1812744140625	-1.45233154296875E-05
0.17120361328125	-1.39495849609375E-05
0.1611328125	-1.3330078125E-05
0.15106201171875	-1.2762451171875E-05
0.1409912109375	-1.22528076171875E-05
0.13092041015625	-1.18133544921875E-05
0.120849609375	-1.1346435546875E-05
0.11077880859375	-1.087646484375E-05
0.1007080078125	-1.04736328125E-05
0.09063720703125	-1.01287841796875E-05
0.08056640625	-9.77783203125E-06
0.07049560546875	-9.41162109375E-06
0.0604248046875	-9.1064453125E-06
0.05035400390625	-8.82568359375E-06
0.040283203125	-8.53271484375E-06
0.03021240234375	-8.233642578125E-06
0.0201416015625	-7.9803466796875E-06
0.01007080078125	-7.7850341796875E-06
0	-7.5592041015625E-06
-0.01007080078125	-7.3211669921875E-06
-0.0201416015625	-7.1380615234375E-06
-0.03021240234375	-6.964111328125E-06
-0.040283203125	-6.787109375E-06
-0.05035400390625	-6.6070556640625E-06
-0.0604248046875	-6.45751953125E-06
-0.07049560546875	-6.341552734375E-06
-0.08056640625	-6.207275390625E-06
-0.09063720703125	-6.0699462890625E-06
-0.1007080078125	-5.9600830078125E-06
-0.11077880859375	-5.8746337890625E-06
-0.120849609375	-5.780029296875E-06
-0.13092041015625	-5.682373046875E-06
-0.1409912109375	-5.596923828125E-06
-0.15106201171875	-5.5450439453125E-06
-0.1611328125	-5.499267578125E-06
-0.17120361328125	-5.426025390625E-06
-0.1812744140625	-5.377197265625E-06
-0.19134521484375	-5.352783203125E-06
-0.201416015625	-5.3253173828125E-06
-0.19134521484375	-4.8675537109375E-06
-0.1812744140625	-4.55596923828125E-06
-0.17120361328125	-4.332275390625E-06
-0.1611328125	-4.1387939453125E-06
-0.15106201171875	-3.96240234375E-06
-0.1409912109375	-3.8043212890625E-06
-0.13092041015625	-3.68743896484375E-06
-0.120849609375	-3.57086181640625E-06
-0.11077880859375	-3.4539794921875E-06
-0.1007080078125	-3.3502197265625E-06
-0.09063720703125	-3.25897216796875E-06
-0.08056640625	-3.1805419921875E-06
-0.07049560546875	-3.099365234375E-06
-0.0604248046875	-3.01849365234375E-06
-0.05035400390625	-2.960205078125E-06
-0.040283203125	-2.89642333984375E-06
-0.03021240234375	-2.82501220703125E-06
-0.0201416015625	-2.75421142578125E-06
-0.01007080078125	-2.6983642578125E-06
0	-2.652587890625E-06
0.01007080078125	-2.58758544921875E-06
0.0201416015625	-2.52349853515625E-06
0.03021240234375	-2.46917724609375E-06
0.040283203125	-2.420654296875E-06
