Time (s)	WE(1).Current (A)	Time (s)	WE(1).Current (A)
1.01971399742547	0.00036859130859375	4.02136698984702	-9.99969482421875E-05
1.02971399740022	0.000360504150390625	4.03136698982178	-0.000999969482421875
1.03971399737497	0.0003521728515625	4.04136698979653	-0.00999969482421875
1.04971399734973	0.000344970703125	4.05136698977128	-0.0371124267578125
1.05971399732448	0.00033734130859375	4.06136698974603	-0.03424072265625
1.06971399729923	0.00033013916015625	4.07136698972079	-0.0317779541015625
1.07971399727398	0.00032281494140625	4.08136698969554	-0.0295257568359375
1.08971399724874	0.00031646728515625	4.09136698967029	-0.027398681640625
1.09971399722349	0.00030926513671875	4.10136698964504	-0.0253387451171875
1.10971399719824	0.000303131103515625	4.1113669896198	-0.02335205078125
1.11971399717299	0.000296661376953125	4.12136698959455	-0.0214263916015625
1.12971399714775	0.0002908935546875	4.1313669895693	-0.019512939453125
1.1397139971225	0.000285003662109375	4.14136698954405	-0.0175537109375
1.14971399709725	0.0002796630859375	4.15136698951881	-0.015570068359375
1.159713997072	0.000273712158203125	4.16136698949356	-0.01336669921875
1.16971399704676	0.0002689208984375	4.17136698946831	-0.01099853515625
1.17971399702151	0.000263275146484375	4.18136698944306	-0.0083251953125
1.18971399699626	0.000259002685546875	4.19136698941782	-0.006488037109375
1.19971399697101	0.000254425048828125	4.20136698939257	-0.0053924560546875
1.20971399694577	0.000250213623046875	4.21136698936732	-0.0046466064453125
1.21971399692052	0.000245391845703125	4.22136698934207	-0.00408782958984375
1.22971399689527	0.000241058349609375	4.23136698931683	-0.0036639404296875
1.23971399687002	0.0002366943359375	4.24136698929158	-0.003319091796875
1.24971399684478	0.00023297119140625	4.25136698926633	-0.00303253173828125
1.25971399681953	0.000228485107421875	4.26136698924108	-0.0024920654296875
1.26971399679428	0.000224884033203125	4.27136698921584	-0.0025726318359375
1.27971399676903	0.000220550537109375	4.28136698919059	-0.0023828125
1.28971399674379	0.000217498779296875	4.29136698916534	-0.00221771240234375
1.29971399671854	0.0002137451171875	4.30136698914009	-0.00206268310546875
1.30971399669329	0.0002105712890625	4.31136698911484	-0.001925048828125
1.31971399666804	0.00020703125	4.3213669890896	-0.00179931640625
1.32971399664279	0.0002041015625	4.33136698906435	-0.001688232421875
1.33971399661755	0.000200531005859375	4.3413669890391	-0.00158233642578125
1.3497139965923	0.000197998046875	4.35136698901385	-0.0014862060546875
1.35971399656705	0.0001943359375	4.36136698898861	-0.00139892578125
1.3697139965418	0.00019189453125	4.37136698896336	-0.0013201904296875
1.37971399651656	0.000188507080078125	4.38136698893811	-0.0012451171875
1.38971399649131	0.0001861572265625	4.39136698891286	-0.00117340087890625
1.39971399646606	0.000182861328125	4.40136698888762	-0.0011114501953125
1.40971399644081	0.000180877685546875	4.41136698886237	-0.00105743408203125
1.41971399641557	0.000177703857421875	4.42136698883712	-0.00100799560546875
1.42971399639032	0.000175323486328125	4.43136698881187	-0.0009588623046875
1.43971399636507	0.000172332763671875	4.44136698878663	-0.00091949462890625
1.44971399633982	0.000170654296875	4.45136698876138	-0.00088409423828125
1.45971399631458	0.0001678466796875	4.46136698873613	-0.000850830078125
1.46971399628933	0.000166107177734375	4.47136698871088	-0.0008123779296875
1.47971399626408	0.000163421630859375	4.48136698868564	-0.00077972412109375
1.48971399623883	0.000161865234375	4.49136698866039	-0.0007501220703125
1.49971399621359	0.000159088134765625	4.50136698863514	-0.0007232666015625
1.50971399618834	0.0001575927734375	4.51136698860989	-0.000693359375
1.51971399616309	0.00015496826171875	4.52136698858465	-0.0006707763671875
1.52971399613784	0.000153717041015625	4.5313669885594	-0.0006500244140625
1.5397139961126	0.0001510009765625	4.54136698853415	-0.00063262939453125
1.54971399608735	0.000149658203125	4.5513669885089	-0.00061004638671875
1.5597139960621	0.00014727783203125	4.56136698848366	-0.0005926513671875
1.56971399603685	0.0001461181640625	4.57136698845841	-0.00057525634765625
1.57971399601161	0.000143768310546875	4.58136698843316	-0.0005609130859375
1.58971399598636	0.000142364501953125	4.59136698840791	-0.00054168701171875
1.59971399596111	0.000140106201171875	4.60136698838267	-0.00052642822265625
1.60971399593586	0.00013897705078125	4.61136698835742	-0.0005108642578125
1.61971399591062	0.000136749267578125	4.62136698833217	-0.000498046875
1.62971399588537	0.000135894775390625	4.63136698830692	-0.0004825439453125
1.63971399586012	0.000133636474609375	4.64136698828167	-0.00046929931640625
1.64971399583487	0.000132720947265625	4.65136698825643	-0.00045623779296875
1.65971399580963	0.0001307373046875	4.66136698823118	-0.000445281982421875
1.66971399578438	0.000129913330078125	4.67136698820593	-0.00043145751953125
1.67971399575913	0.00012762451171875	4.68136698818068	-0.000419219970703125
1.68971399573388	0.00012701416015625	4.69136698815544	-0.000407379150390625
1.69971399570863	0.000125030517578125	4.70136698813019	-0.00039715576171875
